state_code,state_name_english,state_name_local,state_census2011_code,district_code,district_name_english,district_name_local,district_census2011_code,subdistrict_code,subdistrict_name_english,subdistrict_name_local,subdistrict_census2011_code,last_updated
22,Chhattisgarh,छत्तीसगढ़,22.0,387,Raipur,रायपुर,410.0,3330,Arang,,3330.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,593,Tiruvannamalai,TIRUVANNAMALAI,606.0,5721,Arani,,5721.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,731,Ranipet,ராணிப்பேட்டை,0.0,5716,Arcot,,5716.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,25,Solan,SOLAN,31.0,158,Arki,,158.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,516,Nizamabad,నిజామాబాదు,533.0,4360,Armoor,ఆర్మూర్,4360.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,5,Jammu,JAMMU,21.0,6717,Arnia,Arnia,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,321,Purulia,PURULIA,340.0,2389,Arsha,,2389.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,391,Ashoknagar,अशोकनगर,459.0,3686,Ashoknagar,अशोकनगर,3686.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,0.0,4319,Asifabad,ఆసిఫాబాద్,4319.0,2024-10-07
21,Odisha,ODISHA,21.0,369,Puri,PURI,387.0,3060,Astaranga,,3060.0,2024-10-07
13,Nagaland,NAGALAND,13.0,251,Zunheboto,ZUNHEBOTO,263.0,1770,Asuto,,1770.0,2024-10-07
6,Haryana,HARYANA,6.0,69,Mahendragarh,MAHENDRAGARH,84.0,6457,Ateli,अटेली,0.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,395,Bhind,भिण्ड,420.0,3391,Ater,अटेर,3391.0,2024-10-07
13,Nagaland,NAGALAND,13.0,613,Peren,,271.0,1853,Athibung,,1853.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,755,Nandyal,Nandyal,0.0,5265,Atmakur,,5265.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,0.0,4626,Atmakur (M),ఆత్మకూరు (మో),4626.0,2024-10-07
13,Nagaland,NAGALAND,13.0,251,Zunheboto,ZUNHEBOTO,263.0,1773,Atoizu,,1773.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,119,Aligarh,ALIGARH,143.0,754,Atrauli,,754.0,2024-10-07
10,Bihar,BIHAR,10.0,196,Gaya,गया,236.0,1493,Atri,अतरी,1493.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,584,Salem,SALEM,608.0,5743,Attur,,5743.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,477,Hingoli,हिंगोली,512.0,4113,Aundha (Nagnath),औंढा (नागनाथ),4113.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,761,Mohla-Manpur-Ambagarh Chouki,मोहला-मानपुर-अम्बागढ़ चौकी,0.0,7278,Aundhi,औंधी,0.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,122,Auraiya,AURAIYA,162.0,842,Auraiya,,842.0,2024-10-07
10,Bihar,BIHAR,10.0,189,Aurangabad,औरंगाबाद,235.0,1481,Aurangabad,औरंगाबाद,1481.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,582,Pudukkottai,PUDUKKOTTAI,621.0,5828,Avudayarkoil,,5828.0,2024-10-07
18,Assam,ASSAM,18.0,293,Karimganj,KARIMGANJ,317.0,2102,Badarpur,,2102.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,403,Dhar,धार,438.0,3532,Badnawar,बदनावर,3532.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,667,Agar-Malwa,आगर-मालवा,0.0,3517,Badod,बड़ौद,3517.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,413,Katni,कटनी,450.0,3623,Badwara,बडवारा,3623.0,2024-10-07
18,Assam,ASSAM,18.0,616,Baksa,,324.0,2139,Baganpara (Pt),,2139.0,2024-10-07
24,Gujarat,GUJARAT,24.0,439,Amreli,AMRELI,480.0,3844,Bagasara,,3844.0,2024-10-07
3,Punjab,PUNJAB,3.0,38,Moga,MOGA,42.0,232,Bagha Purana,,232.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,380,Jashpur,जशपुर,402.0,3255,Bagicha,बगीचा,3255.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,88,Banswara,BANSWARA,125.0,653,Bagidora,,653.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,321,Purulia,PURULIA,340.0,2392,Bagmundi,,2392.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,22,Mandi,MANDI,27.0,7174,Bagshad,Bagshad,0.0,2024-10-07
10,Bihar,BIHAR,10.0,195,Darbhanga,दरभंगा,215.0,1192,Baheri,बहेरी,1192.0,2024-10-07
10,Bihar,BIHAR,10.0,197,Gopalganj,गोपालगंज,217.0,1228,Baikunthpur,बैकुण्ठपुर,1228.0,2024-10-07
10,Bihar,BIHAR,10.0,214,Purnia,पूर्णिया,211.0,1140,Baisi,बायसी,1140.0,2024-10-07
21,Odisha,ODISHA,21.0,365,Mayurbhanj,MAYURBHANJ,376.0,2880,Baisinga,,2880.0,2024-10-07
17,Meghalaya,MEGHALAYA,17.0,656,North Garo Hills,NORTH GARO HILLS,0.0,6544,Bajengdoba,Bajengdoba,0.0,2024-10-07
10,Bihar,BIHAR,10.0,212,Patna,पटना,230.0,1414,Bakhtiarpur,बख्तियारपुर,1414.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,321,Purulia,PURULIA,340.0,2393,Balarampur,,2393.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,434,Tikamgarh,टीकमगढ़,424.0,3421,Baldeogarh,बलदेवगढ़,3421.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,185,Sultanpur,SULTANPUR,179.0,6868,Baldirai,,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,778,Jodhpur (Gramin),जोधपुर (ग्रामीण),,6049,Balesar,Balesar,0.0,2024-10-07
21,Odisha,ODISHA,21.0,346,Baleshwar,BALESHWAR,377.0,2909,Baleshwar (M),,2909.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,55,Tehri Garhwal,TEHRI GARHWAL,59.0,6374,Balganga,,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,111,Pali,PALI,118.0,605,Bali,,605.0,2024-10-07
21,Odisha,ODISHA,21.0,362,Khordha,KHORDHA,386.0,3042,Balianta,,3042.0,2024-10-07
21,Odisha,ODISHA,21.0,362,Khordha,KHORDHA,386.0,3043,Balipatna,,3043.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,516,Nizamabad,నిజామాబాదు,533.0,4361,Balkonda,బాల్కోండ,4361.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,528,Ballari,ಬಳ್ಳಾರಿ,565.0,5500,Ballari,ಬಳ್ಳಾರಿ,5500.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,750,Bapatla,Bapatla,0.0,5105,Ballikurava,,5105.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,313,Howrah,HOWRAH,341.0,2403,Bally Jagachha,,2403.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,694,Nagarkurnool,నాగర్ కర్నూల్,0.0,4597,Balmoor,బల్మూర్,4597.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,379,Janjgir-Champa,जांजगीर - चाम्पा,405.0,3279,Baloda,,3279.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,649,Balrampur-Ramanujganj,बलरामपुर-रामानुजगंज,0.0,3237,Balrampur,बलरामपुर,3237.0,2024-10-07
21,Odisha,ODISHA,21.0,362,Khordha,KHORDHA,386.0,3053,Balugaon,,3053.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,316,Malda,MALDA,332.0,2215,Bamangola,,2215.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,231,East Kameng,EAST KAMENG,247.0,1586,Bameng Adc,,1586.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,406,Guna,गुना,458.0,3678,Bamori,बमोरी,3678.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,231,East Kameng,EAST KAMENG,247.0,6102,Bana Eac,,0.0,2024-10-07
21,Odisha,ODISHA,21.0,344,Anugul,ANUGUL,384.0,3010,Banarpal,,3010.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,425,Sagar,सागर,427.0,3446,Banda,बन्‍डा,3446.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,425,Sagar,सागर,427.0,7420,Bandari,बांदरी,0.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,381,Uttar Bastar Kanker,उत्तर बस्तर कांकेर,413.0,7353,Bande,बांदे,0.0,2024-10-07
10,Bihar,BIHAR,10.0,208,Muzaffarpur,मुजफ्फरपुर,216.0,1210,Bandra,बन्दरा,1210.0,2024-10-07
18,Assam,ASSAM,18.0,298,Nalbari,NALBARI,323.0,2137,Banekuchi,,2137.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,503,Chittoor,CHITTOOR,554.0,5429,Bangarupalem,,5429.0,2024-10-07
21,Odisha,ODISHA,21.0,365,Mayurbhanj,MAYURBHANJ,376.0,2875,Bangiriposi,,2875.0,2024-10-07
21,Odisha,ODISHA,21.0,367,Nayagarh,NAYAGARH,385.0,3024,Banigochha,,3024.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2948,Banki,,2948.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,182,Siddharthnagar,SIDDHARTHNAGAR,184.0,934,Bansi,,934.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,310,Dakshin Dinajpur,DAKSHIN DINAJPUR,331.0,2206,Bansihari,,2206.0,2024-10-07
21,Odisha,ODISHA,21.0,348,Bhadrak,BHADRAK,378.0,2911,Bant,,2911.0,2024-10-07
21,Odisha,ODISHA,21.0,344,Anugul,ANUGUL,384.0,3021,Bantala,,3021.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,704,Paschim Bardhaman,PASCHIM BARDHAMAN,0.0,2269,Barabani,,2269.0,2024-10-07
10,Bihar,BIHAR,10.0,196,Gaya,गया,236.0,1510,Barachatti,बाराचट्टी,1510.0,2024-10-07
21,Odisha,ODISHA,21.0,350,Cuttack,CUTTACK,381.0,2951,Barang,,2951.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,124,Baghpat,BAGHPAT,139.0,735,Baraut,,735.0,2024-10-07
20,Jharkhand,झारखंड,20.0,332,Hazaribagh,हज़ारीबाग,360.0,2645,Barhi,,2645.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,413,Katni,कटनी,450.0,3622,Barhi,बरही,3622.0,2024-10-07
21,Odisha,ODISHA,21.0,365,Mayurbhanj,MAYURBHANJ,376.0,2873,Baripada Town,,2873.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,241,Upper Subansiri,UPPER SUBANSIRI,249.0,1620,Baririjo Circle,Baririjo Circle,1620.0,2024-10-07
18,Assam,ASSAM,18.0,298,Nalbari,NALBARI,323.0,2134,Barkhetri,,2134.0,2024-10-07
18,Assam,ASSAM,18.0,280,Barpeta,BARPETA,303.0,2018,Barnagar (Pt),,2018.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,401,Datia,दतिया,422.0,7001,Baroni,बड़ौनी,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2324,Barrackpur - II,,2324.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,376,Dakshin Bastar Dantewada,दक्षिण बस्तर दंतेवाड़ा,416.0,7232,Barsur,बारसूर,0.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2422,Baruipur,,2422.0,2024-10-07
10,Bihar,BIHAR,10.0,208,Muzaffarpur,मुजफ्फरपुर,216.0,1200,Baruraj (Motipur),बरुराज (मोतीपुर),1200.0,2024-10-07
20,Jharkhand,झारखंड,20.0,335,Latehar,लातेहार,359.0,2636,Barwadih,बरवाडीह,2636.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,14,Udhampur,UDHAMPUR,19.0,6736,Basantgarh,Basantgarh,0.0,2024-10-07
20,Jharkhand,झारखंड,20.0,331,Gumla,गुमला,366.0,2711,Basia,,2711.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,754,Sri Sathya Sai,Sri Sathya Sai,0.0,5337,Bathalapalli,బత్తలపల్లి,5337.0,2024-10-07
10,Bihar,BIHAR,10.0,221,Sitamarhi,सीतामढी,206.0,1069,Bathnaha,बथनाहा,1069.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,400,Damoh,दमोह,428.0,3456,Batiyagarh,बटियागढ़,3456.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,775,Balotra,बालोतरा,,578,Baytoo,,578.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,774,Beawar,ब्‍यावर,,609,Beawar,,609.0,2024-10-07
10,Bihar,BIHAR,10.0,191,Begusarai,बेगूसराय,222.0,1314,Begusarai,बेगूसराय,1314.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,501,Adilabad,ఆదిలాబాద్,532.0,4308,Bela,బేల,4308.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,527,Belagavi,ಬೆಳಗಾವಿ,555.0,5438,Belagavi,ಬೆಳಗಾವಿ,5438.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,319,Murshidabad,MURSHIDABAD,333.0,2245,Beldanga - II,,2245.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,375,Bilaspur,बिलासपुर,406.0,7243,Belgahna,बेलगहना,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,751,Palnadu,Palnadu,0.0,5049,Bellamkonda,,5049.0,2024-10-07
10,Bihar,BIHAR,10.0,221,Sitamarhi,सीतामढी,206.0,1072,Belsand,बेलसंड,1072.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,534,Dakshina Kannada,ದಕ್ಷಿಣ ಕನ್ನಡ,575.0,5563,Beltangadi,ಬೆಳ್ತಂಗಡಿ,5563.0,2024-10-07
29,Karnataka,ಕರ್ನಾಟಕ,29.0,525,Bengaluru Urban,ಬೆಂಗಳೂರು,572.0,5544,Bengaluru East,ಬೆಂಗಳೂರು ಪೂರ್ವ,5544.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,396,Bhopal,भोपाल,444.0,3580,Berasia,बैरसिया,3580.0,2024-10-07
5,Uttarakhand,UTTARAKHAND,5.0,53,Pithoragarh,PITHORAGARH,62.0,318,Berinag,,318.0,2024-10-07
17,Meghalaya,MEGHALAYA,17.0,663,South West Garo Hills,SOUTH WEST GARO HILLS,0.0,1966,Betasing,,1966.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,755,Nandyal,Nandyal,0.0,5279,Bethamcherla,,5279.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,394,Betul,बैतूल,447.0,6989,Betul Nagar,बैतूल नगर,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,441,Banas Kantha,BANAS KANTHA,469.0,3742,Bhabhar,,3742.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,4,Doda,DODA,16.0,65,Bhaderwah,,65.0,2024-10-07
10,Bihar,BIHAR,10.0,191,Begusarai,बेगूसराय,222.0,1308,Bhagwanpur,भगवानपुर,1308.0,2024-10-07
10,Bihar,BIHAR,10.0,224,Vaishali,वैशाली,220.0,1271,Bhagwanpur,भगवानपुर,1271.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,427,Sehore,सीहोर,445.0,3587,Bhairunda,भैरुन्दा,3587.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,383,Korba,कोरबा,404.0,7328,Bhaisma,भैसमा,0.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,16,Chamba,CHAMBA,23.0,86,Bhalai,,86.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,4,Doda,DODA,16.0,6753,Bhalessa,Bhalessa,0.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,5,Jammu,JAMMU,21.0,6709,Bhalwal,Bhalwal,0.0,2024-10-07
21,Odisha,ODISHA,21.0,354,Ganjam,GANJAM,388.0,3074,Bhanjanagar,,3074.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,381,Uttar Bastar Kanker,उत्तर बस्तर कांकेर,413.0,3349,Bhanupratappur,,3349.0,2024-10-07
10,Bihar,BIHAR,10.0,188,Araria,अररिया,209.0,1114,Bhargama,भरगामा,1114.0,2024-10-07
20,Jharkhand,झारखंड,20.0,331,Gumla,गुमला,366.0,2709,Bharno,BHARNO,2709.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,18,Kangra,KANGRA,24.0,7414,Bharoli,Bharoli,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,442,Bharuch,BHARUCH,488.0,3916,Bharuch,,3916.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,306,Purba Bardhaman,PURBA BARDHAMAN,335.0,2286,Bhatar,,2286.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,468,Amravati,अमरावती,503.0,4010,Bhatkuli,भातकुली,4010.0,2024-10-07
21,Odisha,ODISHA,21.0,347,Bargarh,BARGARH,370.0,2767,Bhatli,,2767.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,137,Deoria,DEORIA,190.0,963,Bhatpar Rani,,963.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,16,Chamba,CHAMBA,23.0,88,Bhattiyat,,88.0,2024-10-07
24,Gujarat,GUJARAT,24.0,443,Bhavnagar,BHAVNAGAR,481.0,3854,Bhavnagar,,3854.0,2024-10-07
3,Punjab,PUNJAB,3.0,43,Sangrur,SANGRUR,53.0,6855,Bhawanigarh,BHAWANIGARH,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,686,Hanumakonda,హనుమకొండ,0.0,4448,Bheemadevarpalli,భీందేవరపల్లి,4448.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,748,Eluru,Eluru,0.0,4963,Bheemadole,Bheemadole,4963.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,685,Kamareddy,కామారెడ్డి,0.0,4391,Bhiknoor,బిక్ నూర్,4391.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,394,Betul,बैतूल,447.0,7027,Bhimpur,भीमपुर,0.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,117,Udaipur,UDAIPUR,130.0,6917,Bhindar,भिण्डर,0.0,2024-10-07
10,Bihar,BIHAR,10.0,211,Pashchim Champaran,पश्चिम चम्पारण,203.0,1022,Bhitaha,भितहा,1022.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,521,Vizianagaram,VIZIANAGARAM,543.0,4840,Bhogapuram,,4840.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,156,Kanpur Dehat,KANPUR DEHAT,163.0,846,Bhognipur,,846.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,485,Nanded,नांदेड,511.0,4102,Bhokar,भोकर,4102.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,490,Pune,पुणे,521.0,4198,Bhor,भोर,4198.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,480,Kolhapur,कोल्हापूर,530.0,4291,Bhudargad,भूदरगड,4291.0,2024-10-07
3,Punjab,PUNJAB,3.0,35,Kapurthala,KAPURTHALA,36.0,205,Bhulath,,205.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,687,Jayashankar Bhupalapally,జయశంకర్ భూపాలపల్లి,0.0,4682,Bhupalpally,భూపాల్ పల్లి,4682.0,2024-10-07
8,Rajasthan,RAJASTHAN,8.0,91,Bharatpur,BHARATPUR,105.0,6665,Bhusawar,Bhusawar,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,0.0,4629,Bibinagar,బీబినగర్,4629.0,2024-10-07
10,Bihar,BIHAR,10.0,205,Madhepura,मधेपुरा,213.0,1166,Bihariganj,बिहारीगंज,1166.0,2024-10-07
22,Chhattisgarh,छत्तीसगढ़,22.0,648,Surajpur,सूरजपुर,0.0,7245,Biharpur,बिहारपुर,0.0,2024-10-07
10,Bihar,BIHAR,10.0,192,Bhagalpur,भागलपुर,224.0,1330,Bihpur,बिहपुर,1330.0,2024-10-07
10,Bihar,BIHAR,10.0,212,Patna,पटना,230.0,1403,Bihta,बिहटा,1403.0,2024-10-07
10,Bihar,BIHAR,10.0,215,Rohtas,रोहतास,234.0,1461,Bikramganj,बिक्रमगंज,1461.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,176,Rampur,RAMPUR,136.0,725,Bilaspur,,725.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,150,Hardoi,HARDOI,155.0,812,Bilgram,,812.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,157,Kanpur Nagar,KANPUR NAGAR,164.0,848,Bilhaur,,848.0,2024-10-07
21,Odisha,ODISHA,21.0,372,Sonepur,SONEPUR,392.0,3135,Binika,,3135.0,2024-10-07
10,Bihar,BIHAR,10.0,195,Darbhanga,दरभंगा,215.0,1193,Biraul,बिरौल,1193.0,2024-10-07
2,Himachal Pradesh,HIMACHAL PRADESH,2.0,26,Una,UNA,29.0,6892,Birhu Kalan,,0.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,685,Kamareddy,కామారెడ్డి,0.0,4375,Birkur,బీర్కూర్,4375.0,2024-10-07
23,Madhya Pradesh,MADHYA PRADESH,23.0,426,Satna,सतना,429.0,3463,Birsinghpur,बिरसिंहपुर,3463.0,2024-10-07
14,Manipur,MANIPUR,14.0,252,Bishnupur,BISHNUPUR,275.0,1874,Bishnupur,,1874.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2415,Bishnupur - I,,2415.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,304,South 24 Parganas,SOUTH 24 Parganas,343.0,2416,Bishnupur - II,,2416.0,2024-10-07
20,Jharkhand,झारखंड,20.0,332,Hazaribagh,हज़ारीबाग,360.0,2652,Bishungarh,,2652.0,2024-10-07
18,Assam,ASSAM,18.0,705,Biswanath,,0.0,2045,Biswanath,,2045.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,521,Vizianagaram,VIZIANAGARAM,543.0,4816,Bobbili,,4816.0,2024-10-07
10,Bihar,BIHAR,10.0,208,Muzaffarpur,मुजफ्फरपुर,216.0,1206,Bochaha,बोचहा,1206.0,2024-10-07
24,Gujarat,GUJARAT,24.0,668,Chhotaudepur,CHHOTAUDEPUR,0.0,6020,Bodeli,BODELI,0.0,2024-10-07
21,Odisha,ODISHA,21.0,368,Nuapada,NUAPADA,394.0,3157,Boden,,3157.0,2024-10-07
18,Assam,ASSAM,18.0,281,Bongaigaon,BONGAIGAON,319.0,2111,Boitamari,,2111.0,2024-10-07
10,Bihar,BIHAR,10.0,221,Sitamarhi,सीतामढी,206.0,1079,Bokhara,बोखरा,1079.0,2024-10-07
21,Odisha,ODISHA,21.0,361,Kendujhar,KENDUJHAR,375.0,2835,Bolani,,2835.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,698,Vikarabad,వికారాబాద్,0.0,4550,Bomaraspeta,బోంరాస్ పేట,4550.0,2024-10-07
36,Telangana,తెలంగాణ,0.0,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,0.0,4613,Bommalaramaram,బొమ్మలరామారం,4613.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,521,Vizianagaram,VIZIANAGARAM,543.0,4829,Bondapalli,బొండపల్లి,4829.0,2024-10-07
19,West Bengal,WEST BENGAL,19.0,303,North 24 Parganas,NORTH TWENTY FOUR PARGANAS,337.0,2317,Bongaon,,2317.0,2024-10-07
1,Jammu And Kashmir,JAMMU AND KASHMIR,1.0,3,Baramulla,BARAMULLA,8.0,38,Boniyar,,38.0,2024-10-07
20,Jharkhand,झारखंड,20.0,327,East Singhbum,पूर्वी सिंघभूम,357.0,2605,Boram,,2605.0,2024-10-07
20,Jharkhand,झारखंड,20.0,340,Sahebganj,साहेबगंज,352.0,2566,Borio,,2566.0,2024-10-07
27,Maharashtra,महाराष्ट्र,27.0,483,Mumbai Suburban,मुंबई उपनगर,518.0,7181,Borivali,बोरीवली,0.0,2024-10-07
24,Gujarat,GUJARAT,24.0,440,Anand,ANAND,482.0,3867,Borsad,,3867.0,2024-10-07
12,Arunachal Pradesh,ARUNACHAL PRADESH,12.0,237,Papum Pare,PAPUM PARE,248.0,6013,Borum,,0.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,504,Y.S.R.,,551.0,5205,Brahmamgarimattam,,5205.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,502,Ananthapuramu,అనంతపురము,553.0,5320,Brahmasamudram,,5320.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550.0,5170,Buchireddipalem,,5170.0,2024-10-07
33,Tamil Nadu,TAMIL NADU,33.0,586,Thanjavur,THANJAVUR,620.0,5966,Budalur,,0.0,2024-10-07
3,Punjab,PUNJAB,3.0,37,Mansa,ਮਾਨਸਾ,47.0,248,Budhlada,ਬੁਢਲਾਡਾ,248.0,2024-10-07
20,Jharkhand,झारखंड,20.0,339,Ranchi,रांची,364.0,2698,Bundu,बुंडू,2698.0,2024-10-07
14,Manipur,MANIPUR,14.0,712,Kangpokpi,,0.0,6488,Bungte Chiru,,0.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,123,Azamgarh,AZAMGARH,191.0,964,Burhanpur,,964.0,2024-10-07
21,Odisha,ODISHA,21.0,371,Sambalpur,SAMBALPUR,372.0,2788,Burla,,2788.0,2024-10-07
20,Jharkhand,झारखंड,20.0,339,Ranchi,रांची,364.0,2682,Burmu,,2682.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,744,Anakapalli,Anakapalli,0.0,4873,Butchayyapeta,,4873.0,2024-10-07
28,Andhra Pradesh,ANDHRA PRADESH,28.0,748,Eluru,Eluru,0.0,4948,Buttayagudem,,4948.0,2024-10-07
9,Uttar Pradesh,UTTAR PRADESH,9.0,148,Gorakhpur,GORAKHPUR,188.0,948,Campierganj,,948.0,2024-10-07
